Date,Close,Open,High,Low,Volume
04/30/1990,19.52,19.4224,19.7152,19.3248,50000000
05/01/1990,18.43,18.33785,18.6143,18.2457,50000000
05/02/1990,19.32,19.2234,19.5132,19.1268,50000000
05/03/1990,17.81,17.72095,17.9881,17.631899999999998,50000000
05/04/1990,17.28,17.1936,17.4528,17.107200000000002,50000000
05/07/1990,17.65,17.56175,17.8265,17.473499999999998,50000000
05/08/1990,18.49,18.39755,18.674899999999997,18.3051,50000000
05/09/1990,18.64,18.5468,18.8264,18.4536,50000000
05/10/1990,18.59,18.49705,18.7759,18.4041,50000000
05/11/1990,19.81,19.71095,20.0081,19.6119,50000000
05/14/1990,20.14,20.0393,20.3414,19.9386,50000000
05/15/1990,19.49,19.39255,19.6849,19.295099999999998,50000000
05/16/1990,17.71,17.62145,17.8871,17.5329,50000000
05/17/1990,17.27,17.18365,17.4427,17.0973,50000000
05/18/1990,17.2,17.114,17.372,17.028,50000000
05/21/1990,16.72,16.6364,16.8872,16.552799999999998,50000000
05/22/1990,17.84,17.750799999999998,18.0184,17.6616,50000000
05/23/1990,17.18,17.0941,17.3518,17.0082,50000000
05/24/1990,17.7,17.6115,17.877,17.523,50000000
05/25/1990,17.32,17.2334,17.4932,17.1468,50000000
05/29/1990,18.75,18.65625,18.9375,18.5625,50000000
05/30/1990,17.44,17.352800000000002,17.6144,17.265600000000003,50000000
05/31/1990,17.37,17.283150000000003,17.5437,17.1963,50000000
06/01/1990,17.09,17.00455,17.2609,16.9191,50000000
06/04/1990,18.39,18.29805,18.573900000000002,18.2061,50000000
06/05/1990,18.97,18.875149999999998,19.159699999999997,18.7803,50000000
06/06/1990,17.42,17.332900000000002,17.5942,17.245800000000003,50000000
06/07/1990,16.88,16.7956,17.0488,16.711199999999998,50000000
06/08/1990,17.58,17.492099999999997,17.755799999999997,17.4042,50000000
06/11/1990,16.34,16.2583,16.5034,16.1766,50000000
06/12/1990,16.6,16.517000000000003,16.766000000000002,16.434,50000000
06/13/1990,17.38,17.2931,17.5538,17.2062,50000000
06/14/1990,17.4,17.313,17.573999999999998,17.226,50000000
06/15/1990,15.9,15.820500000000001,16.059,15.741,50000000
06/18/1990,17.71,17.62145,17.8871,17.5329,50000000
06/19/1990,15.23,15.15385,15.3823,15.0777,50000000
06/20/1990,15.27,15.19365,15.422699999999999,15.1173,50000000
06/21/1990,14.72,14.6464,14.8672,14.5728,50000000
06/22/1990,19.36,19.263199999999998,19.5536,19.1664,50000000
06/25/1990,17.06,16.9747,17.2306,16.8894,50000000
06/26/1990,16.29,16.20855,16.4529,16.1271,50000000
06/27/1990,16.0,15.92,16.16,15.84,50000000
06/28/1990,16.18,16.0991,16.3418,16.0182,50000000
06/29/1990,15.5,15.4225,15.655,15.345,50000000
07/02/1990,16.26,16.178700000000003,16.422600000000003,16.0974,50000000
07/03/1990,16.11,16.02945,16.2711,15.9489,50000000
07/05/1990,17.25,17.16375,17.4225,17.0775,50000000
07/06/1990,16.41,16.32795,16.5741,16.2459,50000000
07/09/1990,16.66,16.5767,16.8266,16.4934,50000000
07/10/1990,16.92,16.8354,17.0892,16.7508,50000000
07/11/1990,16.68,16.5966,16.846799999999998,16.5132,50000000
07/12/1990,17.06,16.9747,17.2306,16.8894,50000000
07/13/1990,17.09,17.00455,17.2609,16.9191,50000000
07/16/1990,16.75,16.66625,16.9175,16.5825,50000000
07/17/1990,16.66,16.5767,16.8266,16.4934,50000000
07/18/1990,18.9,18.8055,19.089,18.711,50000000
07/19/1990,18.56,18.4672,18.7456,18.374399999999998,50000000
07/20/1990,15.63,15.55185,15.7863,15.473700000000001,50000000
07/23/1990,23.68,23.5616,23.9168,23.4432,50000000
07/24/1990,21.79,21.68105,22.0079,21.5721,50000000
07/25/1990,20.19,20.08905,20.391900000000003,19.9881,50000000
07/26/1990,20.26,20.158700000000003,20.462600000000002,20.0574,50000000
07/27/1990,21.12,21.014400000000002,21.331200000000003,20.9088,50000000
07/30/1990,21.16,21.0542,21.3716,20.9484,50000000
07/31/1990,21.11,21.00445,21.3211,20.898899999999998,50000000
08/01/1990,21.64,21.5318,21.8564,21.4236,50000000
08/02/1990,20.43,20.327849999999998,20.6343,20.2257,50000000
08/03/1990,28.74,28.5963,29.0274,28.452599999999997,50000000
08/06/1990,35.91,35.73045,36.269099999999995,35.5509,50000000
08/07/1990,32.75,32.58625,33.0775,32.4225,50000000
08/08/1990,28.27,28.12865,28.5527,27.987299999999998,50000000
08/09/1990,24.39,24.26805,24.6339,24.1461,50000000
08/10/1990,25.75,25.62125,26.0075,25.4925,50000000
08/13/1990,25.74,25.6113,25.9974,25.482599999999998,50000000
08/14/1990,24.18,24.0591,24.4218,23.9382,50000000
08/15/1990,23.31,23.19345,23.5431,23.0769,50000000
08/16/1990,27.16,27.0242,27.4316,26.8884,50000000
08/17/1990,27.53,27.39235,27.805300000000003,27.2547,50000000
08/20/1990,26.46,26.3277,26.724600000000002,26.1954,50000000
08/21/1990,28.9,28.755499999999998,29.189,28.610999999999997,50000000
08/22/1990,30.55,30.39725,30.8555,30.244500000000002,50000000
08/23/1990,36.47,36.28765,36.8347,36.1053,50000000
08/24/1990,33.93,33.76035,34.2693,33.5907,50000000
08/27/1990,29.63,29.481849999999998,29.926299999999998,29.3337,50000000
08/28/1990,29.12,28.9744,29.4112,28.8288,50000000
08/29/1990,27.38,27.2431,27.6538,27.106199999999998,50000000
08/30/1990,29.89,29.74055,30.1889,29.5911,50000000
08/31/1990,29.9,29.7505,30.198999999999998,29.601,50000000
09/04/1990,29.58,29.4321,29.875799999999998,29.2842,50000000
09/05/1990,28.52,28.377399999999998,28.8052,28.2348,50000000
09/06/1990,30.19,30.03905,30.4919,29.8881,50000000
09/07/1990,28.73,28.58635,29.017300000000002,28.4427,50000000
09/10/1990,29.34,29.1933,29.6334,29.046599999999998,50000000
09/11/1990,28.38,28.2381,28.6638,28.0962,50000000
09/12/1990,28.12,27.979400000000002,28.401200000000003,27.8388,50000000
09/13/1990,29.33,29.183349999999997,29.623299999999997,29.0367,50000000
09/14/1990,30.56,30.4072,30.8656,30.254399999999997,50000000
09/17/1990,29.55,29.402250000000002,29.8455,29.2545,50000000
09/18/1990,28.82,28.6759,29.1082,28.5318,50000000
09/19/1990,27.88,27.7406,28.1588,27.6012,50000000
09/20/1990,28.66,28.5167,28.9466,28.3734,50000000
09/21/1990,30.04,29.889799999999997,30.3404,29.7396,50000000
09/24/1990,30.56,30.4072,30.8656,30.254399999999997,50000000
09/25/1990,28.81,28.66595,29.0981,28.5219,50000000
09/26/1990,28.19,28.04905,28.4719,27.9081,50000000
09/27/1990,28.67,28.52665,28.9567,28.383300000000002,50000000
09/28/1990,29.11,28.96445,29.4011,28.8189,50000000
10/01/1990,28.06,27.9197,28.3406,27.7794,50000000
10/02/1990,27.28,27.1436,27.5528,27.0072,50000000
10/03/1990,27.9,27.760499999999997,28.179,27.621,50000000
10/04/1990,27.51,27.37245,27.785100000000003,27.2349,50000000
10/05/1990,27.85,27.71075,28.128500000000003,27.5715,50000000
10/08/1990,28.04,27.8998,28.3204,27.7596,50000000
10/09/1990,30.71,30.55645,31.017100000000003,30.4029,50000000
10/10/1990,31.19,31.03405,31.501900000000003,30.8781,50000000
10/11/1990,33.98,33.8101,34.319799999999994,33.6402,50000000
10/12/1990,31.94,31.7803,32.2594,31.6206,50000000
10/15/1990,31.64,31.4818,31.956400000000002,31.3236,50000000
10/16/1990,31.45,31.292749999999998,31.764499999999998,31.1355,50000000
10/17/1990,31.37,31.213150000000002,31.6837,31.0563,50000000
10/18/1990,29.6,29.452,29.896,29.304000000000002,50000000
10/19/1990,27.86,27.7207,28.1386,27.5814,50000000
10/22/1990,27.27,27.13365,27.5427,26.9973,50000000
10/23/1990,27.57,27.43215,27.8457,27.2943,50000000
10/24/1990,28.28,28.1386,28.562800000000003,27.9972,50000000
10/25/1990,29.04,28.8948,29.3304,28.749599999999997,50000000
10/26/1990,30.75,30.59625,31.0575,30.4425,50000000
10/29/1990,31.54,31.3823,31.8554,31.2246,50000000
10/30/1990,30.52,30.3674,30.8252,30.2148,50000000
10/31/1990,30.04,29.889799999999997,30.3404,29.7396,50000000
11/01/1990,30.25,30.09875,30.552500000000002,29.947499999999998,50000000
11/02/1990,30.03,29.87985,30.3303,29.7297,50000000
11/05/1990,29.85,29.700750000000003,30.148500000000002,29.5515,50000000
11/06/1990,29.11,28.96445,29.4011,28.8189,50000000
11/07/1990,30.87,30.71565,31.178700000000003,30.5613,50000000
11/08/1990,30.79,30.636049999999997,31.0979,30.4821,50000000
11/09/1990,26.96,26.825200000000002,27.2296,26.6904,50000000
11/12/1990,25.6,25.472,25.856,25.344,50000000
11/13/1990,24.58,24.457099999999997,24.825799999999997,24.3342,50000000
11/14/1990,22.89,22.77555,23.1189,22.6611,50000000
11/15/1990,22.57,22.45715,22.7957,22.3443,50000000
11/16/1990,21.34,21.2333,21.5534,21.1266,50000000
11/19/1990,20.95,20.84525,21.159499999999998,20.7405,50000000
11/20/1990,20.09,19.98955,20.2909,19.8891,50000000
11/21/1990,21.09,20.98455,21.3009,20.8791,50000000
11/23/1990,20.98,20.8751,21.1898,20.7702,50000000
11/26/1990,22.76,22.6462,22.9876,22.532400000000003,50000000
11/27/1990,22.86,22.7457,23.0886,22.6314,50000000
11/28/1990,22.96,22.845200000000002,23.189600000000002,22.7304,50000000
11/29/1990,23.91,23.79045,24.1491,23.6709,50000000
11/30/1990,22.16,22.0492,22.3816,21.9384,50000000
12/03/1990,22.29,22.178549999999998,22.5129,22.0671,50000000
12/04/1990,22.03,21.91985,22.250300000000003,21.8097,50000000
12/05/1990,20.94,20.8353,21.1494,20.730600000000003,50000000
12/06/1990,22.62,22.5069,22.8462,22.393800000000002,50000000
12/07/1990,22.59,22.47705,22.8159,22.3641,50000000
12/10/1990,23.58,23.4621,23.8158,23.344199999999997,50000000
12/11/1990,23.75,23.63125,23.9875,23.5125,50000000
12/12/1990,21.28,21.1736,21.492800000000003,21.0672,50000000
12/13/1990,23.05,22.93475,23.2805,22.8195,50000000
12/14/1990,23.85,23.73075,24.088500000000003,23.6115,50000000
12/17/1990,24.85,24.72575,25.0985,24.6015,50000000
12/18/1990,23.11,22.99445,23.3411,22.878899999999998,50000000
12/19/1990,23.08,22.964599999999997,23.310799999999997,22.8492,50000000
12/20/1990,23.13,23.01435,23.3613,22.898699999999998,50000000
12/21/1990,22.66,22.5467,22.8866,22.4334,50000000
12/24/1990,24.03,23.909850000000002,24.270300000000002,23.7897,50000000
12/26/1990,24.18,24.0591,24.4218,23.9382,50000000
12/27/1990,24.81,24.68595,25.0581,24.561899999999998,50000000
12/28/1990,25.05,24.92475,25.3005,24.799500000000002,50000000
12/31/1990,26.38,26.248099999999997,26.6438,26.1162,50000000
01/02/1991,26.62,26.486900000000002,26.886200000000002,26.3538,50000000
01/03/1991,27.93,27.79035,28.2093,27.6507,50000000
01/04/1991,27.19,27.05405,27.4619,26.918100000000003,50000000
01/07/1991,28.95,28.80525,29.2395,28.6605,50000000
01/08/1991,30.38,30.228099999999998,30.683799999999998,30.0762,50000000
01/09/1991,33.3,33.1335,33.632999999999996,32.967,50000000
01/10/1991,31.33,31.17335,31.6433,31.016699999999997,50000000
01/11/1991,32.63,32.46685,32.956300000000006,32.3037,50000000
01/14/1991,36.2,36.019000000000005,36.562000000000005,35.838,50000000
01/15/1991,36.16,35.9792,36.5216,35.798399999999994,50000000
01/16/1991,33.2,33.034000000000006,33.532000000000004,32.868,50000000
01/17/1991,27.45,27.312749999999998,27.7245,27.1755,50000000
01/18/1991,25.39,25.26305,25.643900000000002,25.1361,50000000
01/21/1991,24.33,24.20835,24.5733,24.086699999999997,50000000
01/22/1991,24.9,24.775499999999997,25.148999999999997,24.651,50000000
01/23/1991,23.92,23.800400000000003,24.159200000000002,23.6808,50000000
01/24/1991,22.86,22.7457,23.0886,22.6314,50000000
01/25/1991,22.2,22.089,22.422,21.977999999999998,50000000
01/28/1991,23.05,22.93475,23.2805,22.8195,50000000
01/29/1991,23.17,23.05415,23.4017,22.9383,50000000
01/30/1991,21.37,21.26315,21.5837,21.1563,50000000
01/31/1991,20.91,20.80545,21.1191,20.7009,50000000
02/01/1991,21.04,20.9348,21.2504,20.8296,50000000
02/04/1991,21.86,21.7507,22.078599999999998,21.6414,50000000
02/05/1991,21.46,21.352700000000002,21.6746,21.2454,50000000
02/06/1991,22.68,22.5666,22.9068,22.4532,50000000
02/07/1991,23.6,23.482000000000003,23.836000000000002,23.364,50000000
02/08/1991,23.38,23.263099999999998,23.613799999999998,23.1462,50000000
02/11/1991,22.56,22.4472,22.7856,22.3344,50000000
02/12/1991,22.26,22.1487,22.4826,22.0374,50000000
02/13/1991,20.86,20.7557,21.0686,20.6514,50000000
02/14/1991,21.48,21.372600000000002,21.6948,21.2652,50000000
02/15/1991,19.57,19.47215,19.7657,19.3743,50000000
02/19/1991,19.84,19.7408,20.0384,19.6416,50000000
02/20/1991,22.26,22.1487,22.4826,22.0374,50000000
02/21/1991,20.78,20.6761,20.9878,20.572200000000002,50000000
02/22/1991,21.01,20.904950000000003,21.220100000000002,20.7999,50000000
02/25/1991,22.86,22.7457,23.0886,22.6314,50000000
02/26/1991,20.38,20.2781,20.5838,20.176199999999998,50000000
02/27/1991,21.26,21.1537,21.472600000000003,21.0474,50000000
02/28/1991,21.23,21.12385,21.4423,21.0177,50000000
03/04/1991,20.86,20.7557,21.0686,20.6514,50000000
03/05/1991,20.45,20.347749999999998,20.6545,20.2455,50000000
03/06/1991,20.55,20.44725,20.7555,20.3445,50000000
03/07/1991,21.05,20.94475,21.2605,20.8395,50000000
03/08/1991,20.81,20.705949999999998,21.0181,20.601899999999997,50000000
03/11/1991,20.88,20.775599999999997,21.0888,20.6712,50000000
03/12/1991,18.82,18.7259,19.008200000000002,18.6318,50000000
03/13/1991,16.09,16.00955,16.2509,15.9291,50000000
03/14/1991,14.94,14.8653,15.0894,14.7906,50000000
03/15/1991,14.9,14.8255,15.049000000000001,14.751,50000000
03/18/1991,15.79,15.711049999999998,15.947899999999999,15.6321,50000000
03/19/1991,16.11,16.02945,16.2711,15.9489,50000000
03/20/1991,16.04,15.9598,16.2004,15.879599999999998,50000000
03/21/1991,16.86,16.7757,17.0286,16.691399999999998,50000000
03/22/1991,16.49,16.407549999999997,16.654899999999998,16.3251,50000000
03/25/1991,16.76,16.6762,16.9276,16.5924,50000000
03/26/1991,16.31,16.22845,16.4731,16.1469,50000000
03/27/1991,16.55,16.46725,16.715500000000002,16.3845,50000000
03/28/1991,16.88,16.7956,17.0488,16.711199999999998,50000000
04/01/1991,17.42,17.332900000000002,17.5942,17.245800000000003,50000000
04/02/1991,17.4,17.313,17.573999999999998,17.226,50000000
04/03/1991,17.61,17.52195,17.7861,17.433899999999998,50000000
04/04/1991,18.01,17.91995,18.1901,17.829900000000002,50000000
04/05/1991,17.63,17.54185,17.8063,17.453699999999998,50000000
04/08/1991,17.41,17.32295,17.5841,17.2359,50000000
04/09/1991,20.12,20.0194,20.3212,19.9188,50000000
04/10/1991,19.73,19.63135,19.9273,19.532700000000002,50000000
04/11/1991,17.24,17.153799999999997,17.412399999999998,17.0676,50000000
04/12/1991,18.45,18.35775,18.6345,18.2655,50000000
04/15/1991,16.5,16.4175,16.665,16.335,50000000
04/16/1991,15.82,15.7409,15.978200000000001,15.6618,50000000
04/17/1991,15.47,15.39265,15.6247,15.3153,50000000
04/18/1991,16.26,16.178700000000003,16.422600000000003,16.0974,50000000
04/19/1991,15.68,15.6016,15.8368,15.5232,50000000
04/22/1991,16.78,16.6961,16.9478,16.6122,50000000
04/23/1991,17.02,16.9349,17.1902,16.8498,50000000
04/24/1991,16.72,16.6364,16.8872,16.552799999999998,50000000
04/25/1991,17.15,17.064249999999998,17.3215,16.978499999999997,50000000
04/26/1991,17.27,17.18365,17.4427,17.0973,50000000
04/29/1991,18.27,18.17865,18.4527,18.0873,50000000
04/30/1991,18.24,18.148799999999998,18.4224,18.057599999999997,50000000
05/01/1991,17.77,17.68115,17.9477,17.592299999999998,50000000
05/02/1991,17.52,17.4324,17.6952,17.3448,50000000
05/03/1991,17.24,17.153799999999997,17.412399999999998,17.0676,50000000
05/06/1991,17.92,17.8304,18.099200000000003,17.7408,50000000
05/07/1991,17.46,17.372700000000002,17.634600000000002,17.2854,50000000
05/08/1991,17.78,17.691100000000002,17.957800000000002,17.6022,50000000
05/09/1991,17.17,17.08415,17.341700000000003,16.9983,50000000
05/10/1991,17.54,17.452299999999997,17.7154,17.3646,50000000
05/13/1991,17.66,17.5717,17.8366,17.4834,50000000
05/14/1991,18.0,17.91,18.18,17.82,50000000
05/15/1991,18.38,18.2881,18.5638,18.196199999999997,50000000
05/16/1991,17.24,17.153799999999997,17.412399999999998,17.0676,50000000
05/17/1991,16.64,16.5568,16.8064,16.4736,50000000
05/20/1991,17.1,17.0145,17.271,16.929000000000002,50000000
05/21/1991,16.07,15.989650000000001,16.2307,15.9093,50000000
05/22/1991,16.16,16.0792,16.3216,15.9984,50000000
05/23/1991,16.11,16.02945,16.2711,15.9489,50000000
05/24/1991,15.23,15.15385,15.3823,15.0777,50000000
05/28/1991,15.67,15.59165,15.8267,15.5133,50000000
05/29/1991,15.9,15.820500000000001,16.059,15.741,50000000
05/30/1991,16.02,15.9399,16.1802,15.8598,50000000
05/31/1991,15.93,15.850349999999999,16.0893,15.7707,50000000
06/03/1991,16.87,16.78565,17.038700000000002,16.7013,50000000
06/04/1991,16.17,16.08915,16.3317,16.008300000000002,50000000
06/05/1991,16.4,16.317999999999998,16.564,16.235999999999997,50000000
06/06/1991,16.93,16.84535,17.0993,16.7607,50000000
06/07/1991,16.98,16.8951,17.1498,16.810200000000002,50000000
06/10/1991,17.47,17.382649999999998,17.6447,17.295299999999997,50000000
06/11/1991,17.32,17.2334,17.4932,17.1468,50000000
06/12/1991,17.72,17.6314,17.897199999999998,17.5428,50000000
06/13/1991,16.99,16.90505,17.159899999999997,16.8201,50000000
06/14/1991,15.98,15.9001,16.1398,15.8202,50000000
06/17/1991,15.5,15.4225,15.655,15.345,50000000
06/18/1991,16.14,16.0593,16.3014,15.9786,50000000
06/19/1991,17.44,17.352800000000002,17.6144,17.265600000000003,50000000
06/20/1991,16.75,16.66625,16.9175,16.5825,50000000
06/21/1991,16.51,16.42745,16.6751,16.344900000000003,50000000
06/24/1991,18.28,18.1886,18.4628,18.0972,50000000
06/25/1991,17.85,17.76075,18.0285,17.6715,50000000
06/26/1991,17.98,17.8901,18.1598,17.8002,50000000
06/27/1991,17.87,17.78065,18.0487,17.691300000000002,50000000
06/28/1991,19.55,19.45225,19.7455,19.3545,50000000
07/01/1991,18.64,18.5468,18.8264,18.4536,50000000
07/02/1991,17.63,17.54185,17.8063,17.453699999999998,50000000
07/03/1991,19.47,19.37265,19.6647,19.275299999999998,50000000
07/05/1991,18.35,18.25825,18.5335,18.166500000000003,50000000
07/08/1991,20.29,20.18855,20.4929,20.0871,50000000
07/09/1991,19.76,19.6612,19.957600000000003,19.5624,50000000
07/10/1991,19.19,19.094050000000003,19.3819,18.9981,50000000
07/11/1991,17.39,17.30305,17.5639,17.2161,50000000
07/12/1991,18.29,18.198549999999997,18.4729,18.1071,50000000
07/15/1991,17.78,17.691100000000002,17.957800000000002,17.6022,50000000
07/16/1991,17.49,17.402549999999998,17.6649,17.315099999999997,50000000
07/17/1991,17.52,17.4324,17.6952,17.3448,50000000
07/18/1991,15.77,15.69115,15.9277,15.6123,50000000
07/19/1991,15.5,15.4225,15.655,15.345,50000000
07/22/1991,16.9,16.8155,17.069,16.730999999999998,50000000
07/23/1991,16.58,16.4971,16.7458,16.414199999999997,50000000
07/24/1991,16.41,16.32795,16.5741,16.2459,50000000
07/25/1991,15.74,15.6613,15.897400000000001,15.5826,50000000
07/26/1991,15.45,15.37275,15.6045,15.295499999999999,50000000
07/29/1991,15.67,15.59165,15.8267,15.5133,50000000
07/30/1991,15.47,15.39265,15.6247,15.3153,50000000
07/31/1991,15.18,15.104099999999999,15.3318,15.0282,50000000
08/01/1991,15.47,15.39265,15.6247,15.3153,50000000
08/02/1991,15.26,15.1837,15.4126,15.1074,50000000
08/05/1991,15.92,15.8404,16.0792,15.7608,50000000
08/06/1991,15.54,15.462299999999999,15.6954,15.384599999999999,50000000
08/07/1991,15.56,15.4822,15.7156,15.4044,50000000
08/08/1991,15.98,15.9001,16.1398,15.8202,50000000
08/09/1991,15.45,15.37275,15.6045,15.295499999999999,50000000
08/12/1991,15.26,15.1837,15.4126,15.1074,50000000
08/13/1991,14.73,14.65635,14.8773,14.5827,50000000
08/14/1991,15.09,15.01455,15.2409,14.9391,50000000
08/15/1991,15.19,15.114049999999999,15.341899999999999,15.0381,50000000
08/16/1991,16.01,15.929950000000002,16.1701,15.849900000000002,50000000
08/19/1991,21.19,21.08405,21.4019,20.9781,50000000
08/20/1991,18.86,18.7657,19.0486,18.6714,50000000
08/21/1991,15.62,15.541899999999998,15.7762,15.463799999999999,50000000
08/22/1991,14.59,14.51705,14.735899999999999,14.4441,50000000
08/23/1991,14.41,14.33795,14.5541,14.2659,50000000
08/26/1991,14.81,14.73595,14.9581,14.661900000000001,50000000
08/27/1991,15.46,15.382700000000002,15.614600000000001,15.3054,50000000
08/28/1991,15.31,15.233450000000001,15.4631,15.1569,50000000
08/29/1991,14.82,14.7459,14.968200000000001,14.6718,50000000
08/30/1991,14.46,14.3877,14.604600000000001,14.3154,50000000
09/03/1991,16.57,16.48715,16.7357,16.4043,50000000
09/04/1991,17.18,17.0941,17.3518,17.0082,50000000
09/05/1991,17.31,17.22345,17.4831,17.136899999999997,50000000
09/06/1991,16.76,16.6762,16.9276,16.5924,50000000
09/09/1991,17.73,17.64135,17.9073,17.5527,50000000
09/10/1991,18.22,18.128899999999998,18.4022,18.037799999999997,50000000
09/11/1991,17.96,17.8702,18.1396,17.7804,50000000
09/12/1991,16.21,16.12895,16.3721,16.047900000000002,50000000
09/13/1991,17.88,17.790599999999998,18.058799999999998,17.7012,50000000
09/16/1991,17.82,17.730900000000002,17.9982,17.6418,50000000
09/17/1991,17.68,17.5916,17.8568,17.5032,50000000
09/18/1991,17.56,17.472199999999997,17.735599999999998,17.3844,50000000
09/19/1991,17.56,17.472199999999997,17.735599999999998,17.3844,50000000
09/20/1991,17.08,16.9946,17.250799999999998,16.9092,50000000
09/23/1991,16.38,16.298099999999998,16.543799999999997,16.2162,50000000
